repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important,total_downloads,total_downloads_one_project,total_downloads_period,total_downloads_one_project_period
AnalogJ/lexicon,2021-01-01,20,87,19251,3490,22741,441,20,546,376,922,20,67,18705,3114,21819,421,87,19251,3490,22741,441,67,18705,3114,21819,421,20,546,376,922,20,187,47,140,13,34,129,11,139,39,136,23,13,33,14,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,13824387,2019-07-01,2020-01-01,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,252210,252210,41287849980,40133044925
AnalogJ/lexicon,2021-07-01,8,72,16284,8026,24310,348,8,830,626,1456,71,64,15454,7400,22854,277,72,16284,8026,24310,348,64,15454,7400,22854,277,8,830,626,1456,71,223,33,190,14,19,139,51,171,25,165,6,0,11,6,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,13824387,2019-07-01,2020-01-01,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,104196,104196,55083339709,53314796393
AnalogJ/lexicon,2022-01-01,24,123,1270643,422838,1693481,2713,29,1134643,385540,1520183,2046,94,136000,37298,173298,667,120,178666,57108,235774,991,94,136000,37298,173298,667,26,42666,19810,62476,324,278,47,231,21,26,155,76,199,36,195,14,17,31,14,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,13824387,2019-07-01,2020-01-01,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,144424,144424,65259184370,63320115084
AnalogJ/lexicon,2022-07-01,10,31,262522,330985,593507,243,12,131118,164983,296101,110,19,131404,166002,297406,133,31,262522,330985,593507,243,19,131404,166002,297406,133,12,131118,164983,296101,110,217,18,199,8,10,151,48,173,14,173,0,0,8,3,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,16,13824387,2019-07-01,2020-01-01,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,135607,135607,80389269242,77771994446
AnalogJ/lexicon,2023-01-01,11,34,28404,8758,37162,312,14,13056,4035,17091,135,20,15348,4723,20071,177,34,28404,8758,37162,312,20,15348,4723,20071,177,14,13056,4035,17091,135,134,18,116,6,12,80,36,113,13,105,2,0,11,3,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,17,13824387,2019-07-01,2020-01-01,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,161895,161895,88721672343,85959083168
CartoDB/cartoframes,2017-01-01,52,213,56053,28086,84139,682,71,15964,8407,24371,331,142,40089,19679,59768,351,213,56053,28086,84139,682,142,40089,19679,59768,351,71,15964,8407,24371,331,109,63,46,32,31,23,23,35,52,29,0,21,54,55,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,5,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2017-07-01,85,216,19884,69126,89010,744,125,17059,68039,85098,665,91,2825,1087,3912,79,216,19884,69126,89010,744,91,2825,1087,3912,79,125,17059,68039,85098,665,653,150,503,74,76,44,459,190,106,90,0,88,87,73,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,6,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2018-01-01,34.5,86,36147,5801,41948,159,47,36147,5801,41948,159,39,0,0,0,0,86,36147,5801,41948,159,39,0,0,0,0,47,36147,5801,41948,159,185,93,92,39,54,13,79,68,50,36,0,48,41,31,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,7,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2018-07-01,19,46,1042,600,1642,63,25,987,560,1547,62,21,55,40,95,1,46,1042,600,1642,63,21,55,40,95,1,25,987,560,1547,62,104,55,49,33,22,3,46,42,30,22,0,7,21,14,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,8,3824953,2020-01-01,2020-07-01,,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartoDB/cartoframes,2019-01-01,98.5,246,1229157,984502,2213659,3617,159,867689,754507,1622196,3006,87,361468,229995,591463,611,232,609278,500618,1109896,2170,85,119916,27585,147501,255,147,489362,473033,962395,1915,664,410,254,154,256,99,155,407,242,223,0,851,113,138,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,9,3824953,2020-01-01,2020-07-01,,1,0,12,2,25,72.7272727272727,1.52173913043478,47.8260869565218,0.533061224489796,0.533061224489796,0.533061224489796,0.416666666666667,7.25,FALSE,3,3,4,7,14.5,36,20.8,26.5,36,45.5,51.2,,,,,0.08,79132,79132,12574058189,12144150087
CartoDB/cartoframes,2019-07-01,219,630,4939761,4373807,9313568,15078,386,3648398,3238217,6886615,9523,244,1291363,1135590,2426953,5555,577,1075639,776738,1852377,6396,229,351602,142977,494579,2501,348,724037,633761,1357798,3895,1340,907,433,253,654,183,250,715,534,388,0,1698,259,333,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,10,3824953,2020-01-01,2020-07-01,,1,0,12,6,40,83.5443037974684,2.36111111111111,52.7777777777778,0.168251830653985,0.169273356401384,0.169273356401384,0.435897435897436,9.66666666666667,TRUE,1.1,2,3.5,6.25,14.2,36,16.4,20,20,33,69,32.5,36.1111111111111,83.3333333333333,93.1034482758621,0.15,83387,83387,17417408741,16836557216
CartoDB/cartoframes,2020-01-01,98.5,189,558297,808049,1366346,3302,153,508301,765752,1274053,3119,36,49996,42297,92293,183,180,265231,444342,709573,1388,36,49996,42297,92293,183,144,215235,402045,617280,1205,397,270,127,64,206,60,67,184,197,121,0,282,154,126,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,11,3824953,2020-01-01,2020-07-01,,1,0,12,3,34,72.9166666666667,1.64516129032258,51.6129032258065,0.351851851851852,0.354094579008074,0.354094579008074,0.454545454545455,2.84615384615385,TRUE,1,1,2,3,4.8,23.5,11.9,16.25,23.5,30.75,35.1,41.1764705882353,45.1612903225806,76.9230769230769,83.7837837837838,0.0882352941176471,86400,86400,22357107133,21565249938
CartoDB/cartoframes,2020-07-01,17,38,524330,426205,950535,975,28,291518,193639,485157,475,10,232812,232566,465378,500,34,115649,52878,168527,133,8,8,8,16,3,26,115641,52870,168511,130,72,53,19,7,46,9,10,15,42,13,71,56,52,19,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,12,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,111066,111066,30584657165,29729975178
CartoDB/cartoframes,2021-01-01,6,12,180225,138895,319120,172,9,5099,5399,10498,78,3,175126,133496,308622,94,12,180225,138895,319120,172,3,175126,133496,308622,94,9,5099,5399,10498,78,15,3,12,0,3,5,7,2,2,2,32,20,20,1,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,13,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,154234,154234,41287849980,40133044925
CartoDB/cartoframes,2021-07-01,5,9,176,100,276,23,9,176,100,276,23,0,0,0,0,0,9,176,100,276,23,0,0,0,0,0,9,176,100,276,23,5,1,4,0,1,2,2,1,1,1,2,0,6,0,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,14,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,426511,426511,55083339709,53314796393
CartoDB/cartoframes,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-01-01T00:00:00Z,2023-01-01,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,1,0.5,,15,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,742762,742762,65259184370,63320115084
CartoDB/cartoframes,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,3,4,0,4,0,0,0,0,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,16,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,621842,621842,80389269242,77771994446
CartoDB/cartoframes,2023-01-01,0.5,1,12,5,17,3,1,12,5,17,3,0,0,0,0,0,1,12,5,17,3,0,0,0,0,0,1,12,5,17,3,2,0,2,0,0,0,2,2,0,1,7,7,2,0,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,17,3824953,2020-01-01,2020-07-01,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895749,3895749,88721672343,85959083168
Cog-Creators/Red-DiscordBot,2017-07-01,160.5,339,111476,44622,156098,1924,320,108812,42703,151515,1878,19,2664,1919,4583,46,312,91889,25554,117443,1674,19,2664,1919,4583,46,293,89225,23635,112860,1628,662,383,279,97,286,102,177,159,285,89,0,77,163,116,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,6,22035876,2020-07-01,2021-01-01,,1,0,13,6,122,63.2530120481928,1.66990291262136,65.0485436893204,0.181050058454671,0.184491617090319,0.184491617090319,0.0413223140495868,1,FALSE,1,1,1,1,1,2.75,1,1,1.5,3.25,5.5,,,,,0.0491803278688525,,,,
Cog-Creators/Red-DiscordBot,2018-01-01,325,722,574086,164524,738610,14810,537,551291,151477,702768,13767,185,22795,13047,35842,1043,684,135978,66398,202376,6314,184,12918,7385,20303,628,500,123060,59013,182073,5686,939,615,324,162,453,146,178,149,471,99,0,112,325,243,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,22035876,2020-07-01,2021-01-01,,1,0,13,9,107,76.219512195122,2.01162790697674,55.8139534883721,0.124499846106494,0.130542283404056,0.130542283404056,0.226415094339623,2.29411764705882,TRUE,1,1,2,2,4.4,31,5.2,14.5,30,42.5,54.6,16.8224299065421,20.9302325581395,94.1176470588235,97.4358974358974,0.0841121495327103,,,,
Cog-Creators/Red-DiscordBot,2018-07-01,196.333333333333,457,251168,71177,322345,3212,274,218278,64610,282888,2686,183,32890,6567,39457,526,452,130178,58214,188392,2648,183,32890,6567,39457,526,269,97288,51647,148935,2122,755,443,312,129,314,136,176,191,318,116,0,107,200,141,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,22035876,2020-07-01,2021-01-01,,1,0,13,6,112,65.7894736842105,1.61224489795918,59.1836734693878,0.220185185185185,0.23457779202051,0.23457779202051,0.333333333333333,3.3125,TRUE,1,1,2,3,9.60000000000001,32.6,4.8,6,13,33,77.4,29.4642857142857,33.6734693877551,75,87.7358490566038,0.0535714285714286,,,,
Cog-Creators/Red-DiscordBot,2019-01-01,263.166666666667,657,1164225,288289,1452514,7552,376,1020606,240255,1260861,6275,281,143619,48034,191653,1277,644,114554,104656,219210,2429,280,13422,31747,45169,721,364,101132,72909,174041,1708,537,250,287,66,184,132,155,165,199,117,0,166,275,114,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,22035876,2020-07-01,2021-01-01,,1,0,13,6,88,74.4525547445256,1.93243243243243,55.4054054054054,0.200186453440425,0.212382023570835,0.212382023570835,0.574712643678161,4.91111111111111,TRUE,1,1,3,6,12,26.6,11.8,16,22,23,47,52.2727272727273,62.1621621621622,62.2222222222222,78.7330316742082,0.0681818181818182,25016,25016,12574058189,12144150087
Cog-Creators/Red-DiscordBot,2019-07-01,173.666666666667,472,1801603,1118958,2920561,14520,290,1687933,1050406,2738339,13112,182,113670,68552,182222,1408,452,51949,21417,73366,1884,181,23705,8211,31916,819,271,28244,13206,41450,1065,628,295,333,78,217,176,157,234,201,146,0,392,172,99,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,22035876,2020-07-01,2021-01-01,,1,0,13,5,78,69.811320754717,1.76190476190476,58.7301587301587,0.209876543209877,0.212726239753267,0.212726239753267,0.454545454545455,5.29032258064516,TRUE,1,1.5,3,6.5,11,55.75,29.9,31.25,52,76.5,84.6,41.025641025641,50.7936507936508,61.2903225806452,86.5853658536585,0.0641025641025641,35769,35769,17417408741,16836557216
Cog-Creators/Red-DiscordBot,2020-01-01,431.333333333333,896,2655521,1591754,4247275,30410,656,2359453,1392893,3752346,26212,240,296068,198861,494929,4198,846,94905,70365,165270,2246,232,28228,18900,47128,738,614,66677,51465,118142,1508,1099,552,547,148,404,260,287,344,400,190,0,434,457,264,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,11,22035876,2020-07-01,2021-01-01,,1,0,13,5,112,64.7798742138365,1.69072164948454,62.8865979381443,0.231609500327705,0.237656157049375,0.237656157049375,0.342342342342342,3.52941176470588,TRUE,1,1,2,4,8.7,61,17.4,25.5,47,82.5,115.8,31.25,36.0824742268041,76.4705882352941,85,0.0446428571428571,55804,55804,22357107133,21565249938
Cog-Creators/Red-DiscordBot,2020-07-01,130,519,2749506,1981887,4731393,24944,192,2322471,1641167,3963638,19190,327,427035,340720,767755,5754,479,76385,51210,127595,1679,312,62429,30977,93406,1211,167,13956,20233,34189,468,866,374,492,81,293,214,278,289,270,172,530,700,303,152,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,22035876,2020-07-01,2021-01-01,,1,0,13,5,107,73.5955056179775,1.90625,54.1666666666667,0.234537692628072,0.2377198483084,0.2377198483084,0.150943396226415,2.81818181818182,FALSE,1,1.5,2,2.5,4,16.6,7,7,19,21,25.8,,,,,0.0467289719626168,84305,84305,30584657165,29729975178
Cog-Creators/Red-DiscordBot,2021-01-01,39,335,556278,366369,922647,5780,61,114776,85427,200203,1302,274,441502,280942,722444,4478,325,60663,41518,102181,892,266,58771,40476,99247,752,59,1892,1042,2934,140,525,265,260,72,193,139,121,140,210,90,515,337,264,122,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,22035876,2020-07-01,2021-01-01,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,259099,259099,41287849980,40133044925
Cog-Creators/Red-DiscordBot,2021-07-01,122,189,181945,136614,318559,1908,132,177849,129190,307039,1725,57,4096,7424,11520,183,186,9162,9287,18449,424,57,4096,7424,11520,183,129,5066,1863,6929,241,459,138,321,29,109,45,276,296,107,171,192,96,207,52,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,22035876,2020-07-01,2021-01-01,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,121660,121660,55083339709,53314796393
Cog-Creators/Red-DiscordBot,2022-01-01,72,171,149162,114295,263457,1855,81,142889,111268,254157,1394,90,6273,3027,9300,461,169,7015,3087,10102,570,89,4846,2028,6874,357,80,2169,1059,3228,213,280,76,204,15,61,69,135,171,59,124,248,201,130,42,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,22035876,2020-07-01,2021-01-01,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,242852,242852,65259184370,63320115084
Cog-Creators/Red-DiscordBot,2022-07-01,24.5,111,19416,12606,32022,420,32,11783,10994,22777,169,79,7633,1612,9245,251,110,7922,1745,9667,287,79,7633,1612,9245,251,31,289,133,422,36,224,143,81,26,117,32,49,68,120,53,213,184,94,55,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,16,22035876,2020-07-01,2021-01-01,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,80925,80925,80389269242,77771994446
Cog-Creators/Red-DiscordBot,2023-01-01,92.5,284,428872,327048,755920,3836,114,89823,74295,164118,1136,170,339049,252753,591802,2700,279,41120,30251,71371,1090,166,24062,17489,41551,610,113,17058,12762,29820,480,256,75,181,15,60,55,126,172,70,127,222,138,172,38,2017-07-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,17,22035876,2020-07-01,2021-01-01,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,89724,89724,88721672343,85959083168
RedHatQE/widgetastic.patternfly,2017-01-01,7,19,2099,29,2128,33,10,226,23,249,13,9,1873,6,1879,20,19,2099,29,2128,33,9,1873,6,1879,20,10,226,23,249,13,47,0,47,0,0,3,44,26,0,3,0,8,7,0,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,5,2163040,2018-01-01,2018-07-01,2022-07-01,1,0,8,1,7,0,1,100,,,,0.666666666666667,2.66666666666667,FALSE,2,2,2,3,3.6,20,20,20,20,20,20,,,,,0.142857142857143,,,,
RedHatQE/widgetastic.patternfly,2017-07-01,17,44,599,194,793,28,19,356,122,478,20,25,243,72,315,8,44,599,194,793,28,25,243,72,315,8,19,356,122,478,20,84,0,84,0,0,4,80,34,0,14,0,24,22,0,2017-01-01T00:00:00Z,2023-01-01,,,,,,,,,,,,,,,,,,,,,6,2163040,2018-01-01,2018-07-01,2022-07-01,1,0,8,2,15,70,1.46666666666667,53.3333333333333,0.504132231404959,0.504132231404959,0.504132231404959,0.714285714285714,1.77777777777778,TRUE,1,1,2,2,3,39,39,39,39,39,39,66.6666666666667,66.6666666666667,77.7777777777778,81.25,0.133333333333333,,,,
